Section,Code,Main_code,Sup_code,Description
N,82.1 ,82,1 ,Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации                                                                                                                                                                                                                                                                                                                                                                                               ;
N,82.11,82,11,Деятельность административно-хозяйственная комплексная по обеспечению работы организации                                                                                                                                                                                                                                                                                                                                                                                                                            ;
N,82.19,82,19,Деятельность по фотокопированию и подготовке документов и прочая специализированная вспомогательная деятельность по обеспечению деятельности офиса                                                                                                                                                                                                                                                                                                                                                                  ;
N,82.2 ,82,2 ,Деятельность центров обработки телефонных вызовов                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
N,82.20,82,20,Деятельность центров обработки телефонных вызовов                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
N,82.3 ,82,3 ,Деятельность по организации конференций и выставок                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;
N,82.30,82,30,Деятельность по организации конференций и выставок                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;
N,82.9 ,82,9 ,"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки                                                                                                                                                                                                                                                                                                                                                                                                                ;"
N,82.91,82,91,Деятельность агентств по сбору платежей и бюро кредитной информации                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;
N,82.92,82,92,Деятельность по упаковыванию товаров                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;
N,82.99,82,99,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки                                                                                                                                                                                                                                                                                                                                                                                                         ;"
O,84.1 ,84,1 ,Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера                                                                                                                                                                                                                                                                                                                                                                                  ;
O,84.11,84,11,"Деятельность органов государственного управления и местного самоуправления по вопросам общего характера                                                                                                                                                                                                                                                                                                                                                                                                             ;Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти                                                                                                                                                                                                                                                                                                                                                                                             ;Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти                                                                                                                                                                                                                                                                                                                       ;Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)                                                                                                                                                                                                                                                                         ;Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                   ;Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации                                                                                                                                                                                                                                                                                                                                                                         ;Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации                                                                                                                                                                                                                                                   ;Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах                                                                                                                                                                                                                                                                                                                                                                                    ;Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в сельских населенных пунктах                                                                                                                                                                                                                                                                                                                                                                          ;Деятельность органов местного самоуправления по управлению вопросами общего характера                                                                                                                                                                                                                                                                                                                                                                                                                               ;Деятельность органов местного самоуправления муниципальных районов                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Деятельность органов местного самоуправления городских округов                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Деятельность органов местного самоуправления внутригородских территорий городов федерального значения                                                                                                                                                                                                                                                                                                                                                                                                               ;Деятельность органов местного самоуправления городских поселений                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Деятельность органов местного самоуправления сельских поселений                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Управление финансовой деятельностью и деятельностью в сфере налогообложения                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Управление деятельностью в области прогнозирования и планирования                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Управление деятельностью в области фундаментальных исследований                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Управление деятельностью в области статистики                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Управление имуществом, находящимся в государственной собственности                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Управление деятельностью в области антимонопольного контроля                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;"
O,84.12,84,12,"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения                                                                                                                                                                                                                                                                                                                                          ;"
O,84.13,84,13,Регулирование и содействие эффективному ведению экономической деятельности предприятий                                                                                                                                                                                                                                                                                                                                                                                                                              ;
O,84.2 ,84,2 ,Предоставление государственных услуг обществу                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;
O,84.21,84,21,Деятельность международная                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;
O,84.22,84,22,"Деятельность, связанная с обеспечением военной безопасности                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;"
O,84.23,84,23,"Деятельность в области юстиции и правосудия                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Деятельность федеральных судов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Деятельность Конституционного суда Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Деятельность Верховного суда Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Деятельность Верховных судов субъектов Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Деятельность районных судов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Деятельность военных судов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Деятельность Высшего арбитражного суда Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Деятельность федеральных арбитражных судов округов                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Деятельность арбитражных судов субъектов Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Деятельность специализированных судов                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Деятельность судов субъектов Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Деятельность конституционных (уставных) судов                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Деятельность мировых судей                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Деятельность органов прокуратуры Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Деятельность Генеральной прокуратуры Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Деятельность прокуратур субъектов Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;Деятельность прокуратур городов и районов                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным                                                                                                                                                                                                                                                                                                                                               ;Деятельность Следственного комитета Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;Деятельность центрального аппарата Следственного комитета Российской Федерации                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Деятельность Главного военного следственного управления, главных следственных управлений и следственных управлений Следственного комитета Российской Федерации по субъектам Российской Федерации (в том числе подразделений указанных управлений по административным округам) и приравненных к ним специализированных (в том числе военных) следственных управлений и следственных отделов Следственного комитета Российской Федерации                                                                              ;"
O,84.24,84,24,Деятельность по обеспечению общественного порядка и безопасности                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;
O,84.25,84,25,Деятельность по обеспечению безопасности в чрезвычайных ситуациях; деятельность по обеспечению безопасности в области использования атомной энергии                                                                                                                                                                                                                                                                                                                                                                 ;Деятельность по обеспечению пожарной безопасности                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Деятельность по обеспечению безопасности на водных объектах                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Деятельность по обеспечению безопасности в области использования атомной энергии                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Деятельность по обеспечению безопасности в чрезвычайных ситуациях прочая                                                                                                                                                                                                                                                                                                                                                                                                                                            ;
O,84.3 ,84,3 ,Деятельность в области обязательного социального обеспечения                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;
O,84.30,84,30,Деятельность в области обязательного социального обеспечения                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;
P,85.1 ,85,1 ,Образование общее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
P,85.11,85,11,Образование дошкольное                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;
P,85.12,85,12,Образование начальное общее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;
P,85.13,85,13,Образование основное общее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;
P,85.14,85,14,Образование среднее общее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;
P,85.2 ,85,2 ,Образование профессиональное                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;
P,85.21,85,21,Образование профессиональное среднее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;
P,85.22,85,22,Образование высшее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Образование высшее - бакалавриат                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Образование высшее - специалитет                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;Образование высшее - магистратура                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
